$HOME/.local/bin/brilcalc lumi -b "STABLE BEAMS" --normtag /afs/cern.ch/user/l/lumipro/public/normtag_file/normtag_DATACERT.json -i Cert_271036-280385_13TeV_PromptReco_Collisions16_JSON.txt --hltpath HLT_Ele105_CaloIdVT_GsfTrkIdT_v* -u /pb

+-------------+-------------------+------+----------------------------------+----------------+---------------+
| run:fill    | time              | ncms | hltpath                          | delivered(/pb) | recorded(/pb) |
| 277071:5105 | 07/20/16 02:48:37 | 171  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 30.618         | 27.546        |
| 277072:5105 | 07/20/16 04:01:41 | 464  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 74.807         | 72.196        |
| 277073:5105 | 07/20/16 07:09:53 | 90   | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 13.697         | 13.278        |
| 277076:5105 | 07/20/16 07:55:58 | 1033 | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 136.192        | 130.932       |
| 277087:5105 | 07/20/16 17:49:22 | 988  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 92.193         | 89.028        |
| 277094:5106 | 07/21/16 04:03:56 | 582  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 136.565        | 131.061       |
| 277096:5106 | 07/21/16 07:56:14 | 2085 | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 330.285        | 317.659       |
| 277112:5106 | 07/21/16 21:29:34 | 155  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 17.750         | 17.122        |
| 277126:5107 | 07/22/16 01:36:48 | 18   | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 4.452          | 1.963         |
| 277127:5107 | 07/22/16 01:46:10 | 901  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 189.599        | 182.257       |
| 277148:5108 | 07/22/16 10:31:04 | 616  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 133.265        | 127.513       |
| 277166:5109 | 07/22/16 18:10:23 | 354  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 73.923         | 70.227        |
| 277168:5109 | 07/22/16 20:34:53 | 2220 | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 325.554        | 313.925       |
| 277180:5110 | 07/23/16 13:37:57 | 141  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 33.378         | 30.967        |
| 277194:5111 | 07/23/16 18:25:08 | 1938 | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 381.130        | 362.103       |
| 277305:5116 | 07/25/16 01:23:14 | 683  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 168.539        | 159.472       |
| 277420:5117 | 07/25/16 19:44:15 | 261  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 67.187         | 63.187        |
| 277981:5151 | 08/01/16 11:52:59 | 76   | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 5.095          | 4.677         |
| 277991:5151 | 08/01/16 15:43:56 | 90   | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 5.363          | 4.813         |
| 277992:5151 | 08/01/16 16:22:25 | 311  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 18.030         | 17.133        |
| 278017:5154 | 08/01/16 23:26:43 | 510  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 134.837        | 127.723       |
| 278018:5154 | 08/02/16 02:52:01 | 1156 | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 228.924        | 218.009       |
| 278167:5161 | 08/03/16 18:39:02 | 2167 | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 333.821        | 319.981       |
| 278175:5161 | 08/04/16 08:44:58 | 88   | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 9.366          | 9.131         |
| 278193:5162 | 08/04/16 12:31:44 | 155  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 36.813         | 35.041        |
| 278239:5163 | 08/04/16 23:23:01 | 662  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 143.396        | 134.765       |
| 278240:5163 | 08/05/16 03:46:54 | 1300 | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 208.014        | 199.698       |
| 278308:5173 | 08/06/16 21:03:11 | 519  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 82.587         | 79.668        |
| 278310:5173 | 08/07/16 00:47:36 | 708  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 92.050         | 89.113        |
| 278346:5181 | 08/08/16 05:50:59 | 7    | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 1.358          | 1.296         |
| 278349:5181 | 08/08/16 06:27:06 | 613  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 100.401        | 95.989        |
| 278366:5181 | 08/08/16 10:36:47 | 453  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 62.282         | 60.088        |
| 278406:5183 | 08/08/16 23:17:33 | 667  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 111.585        | 107.473       |
| 278509:5187 | 08/10/16 00:39:07 | 515  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 87.264         | 83.784        |
| 278804:5198 | 08/13/16 17:20:06 | 4    | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 0.922          | 0.756         |
| 278808:5198 | 08/13/16 21:37:48 | 1450 | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 215.791        | 207.947       |
| 278820:5199 | 08/14/16 17:05:17 | 579  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 97.264         | 93.812        |
| 278822:5199 | 08/14/16 21:52:47 | 1627 | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 197.675        | 191.511       |
| 278874:5205 | 08/16/16 02:28:04 | 76   | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 13.086         | 12.386        |
| 278875:5205 | 08/16/16 03:01:20 | 833  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 122.509        | 117.065       |
| 278969:5211 | 08/17/16 14:34:44 | 262  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 46.702         | 44.640        |
| 278975:5211 | 08/17/16 16:23:16 | 848  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 126.935        | 121.213       |
| 278976:5211 | 08/17/16 21:58:16 | 20   | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 2.676          | 2.576         |
| 279024:5219 | 08/18/16 22:33:03 | 298  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 52.128         | 49.650        |
| 279029:5219 | 08/19/16 02:19:40 | 260  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 40.283         | 38.292        |
| 279071:5222 | 08/19/16 15:40:07 | 174  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 23.799         | 22.882        |
| 279080:5223 | 08/19/16 22:47:06 | 146  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 12.404         | 12.061        |
| 279115:5229 | 08/20/16 22:09:42 | 93   | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 15.206         | 14.735        |
| 279479:5247 | 08/25/16 04:47:46 | 68   | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 4.081          | 3.876         |
| 279588:5251 | 08/26/16 02:53:35 | 271  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 47.424         | 45.854        |
| 279654:5253 | 08/26/16 20:44:03 | 417  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 72.681         | 70.509        |
| 279656:5253 | 08/26/16 23:49:40 | 43   | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 6.773          | 5.718         |
| 279658:5253 | 08/27/16 01:35:19 | 712  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 96.613         | 93.937        |
| 279694:5257 | 08/28/16 10:44:52 | 1201 | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 185.238        | 180.580       |
| 279716:5258 | 08/29/16 04:33:29 | 1287 | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 195.251        | 190.184       |
| 279766:5261 | 08/30/16 03:54:30 | 1262 | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 191.700        | 186.292       |
| 279767:5261 | 08/30/16 12:08:03 | 776  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 90.928         | 88.912        |
| 279841:5266 | 08/31/16 22:41:32 | 920  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 148.461        | 143.986       |
| 279931:5274 | 09/02/16 18:07:20 | 1936 | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 267.907        | 260.743       |
| 280016:5277 | 09/04/16 07:43:49 | 145  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 26.174         | 25.234        |
| 280017:5277 | 09/04/16 08:45:47 | 608  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 98.155         | 95.328        |
| 280018:5277 | 09/04/16 12:47:05 | 1281 | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 158.014        | 153.881       |
| 280020:5277 | 09/04/16 21:15:15 | 45   | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 4.611          | 4.444         |
| 280024:5277 | 09/04/16 21:47:39 | 427  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 41.017         | 40.270        |
| 280191:5279 | 09/06/16 03:22:21 | 171  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 30.599         | 29.462        |
| 280194:5279 | 09/06/16 05:41:01 | 226  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 35.019         | 33.946        |
| 280249:5282 | 09/06/16 22:29:05 | 1028 | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 161.337        | 156.056       |
| 280251:5282 | 09/07/16 05:14:58 | 371  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 46.790         | 45.578        |
| 280349:5287 | 09/08/16 15:25:16 | 471  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 77.285         | 74.640        |
| 280363:5287 | 09/08/16 18:47:47 | 357  | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 49.269         | 47.681        |
| 280364:5287 | 09/08/16 21:09:57 | 1349 | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 155.294        | 149.864       |
| 280385:5288 | 09/09/16 15:43:36 | 1007 | HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 158.197        | 153.054       |
+-------------+-------------------+------+----------------------------------+----------------+---------------+
#Summary: 
+----------------------------------+-------+------+-------+-------------------+------------------+
| hltpath                          | nfill | nrun | ncms  | totdelivered(/pb) | totrecorded(/pb) |
+----------------------------------+-------+------+-------+-------------------+------------------+
| HLT_Ele105_CaloIdVT_GsfTrkIdT_v3 | 23    | 65   | 29182 | 2914.177          | 2796.017         |
| HLT_Ele105_CaloIdVT_GsfTrkIdT_v4 | 4     | 12   | 7544  | 1012.039          | 968.121          |
| HLT_Ele105_CaloIdVT_GsfTrkIdT_v5 | 4     | 16   | 8540  | 1195.154          | 1147.881         |
| HLT_Ele105_CaloIdVT_GsfTrkIdT_v6 | 24    | 85   | 56872 | 8796.436          | 8453.914         |
| HLT_Ele105_CaloIdVT_GsfTrkIdT_v7 | 42    | 81   | 54470 | 8729.356          | 8370.346         |
+----------------------------------+-------+------+-------+-------------------+------------------+

#Check JSON:
#(run,ls) in json but not in results: [(280363, 233), (280385, 1397), (280385, 1409), (280385, 1427), (280188, 69)]
